motion_detector,main,cage_detector
0.0009341239929199219,0.0674583911895752
0.0008027553558349609,0.06562256813049316,0.02181863784790039
0.0005116462707519531,0.052988290786743164,
0.0007531642913818359,0.009576797485351562,
0.0004780292510986328,0.007863998413085938,
0.0005147457122802734,0.008669137954711914,
0.0005478858947753906,0.008002758026123047,
0.0005221366882324219,0.008097648620605469,
0.0004162788391113281,0.007573366165161133,
0.0005071163177490234,0.00841832160949707,
0.0004775524139404297,0.008061647415161133,
0.00048160552978515625,0.008941411972045898,
0.0004000663757324219,0.007929086685180664,
0.0003991127014160156,0.00836038589477539,
0.0004928112030029297,0.007975339889526367,
0.00048542022705078125,0.008384466171264648,
0.0004258155822753906,0.0075528621673583984,
0.0004961490631103516,0.008488178253173828,
0.0004985332489013672,0.00811767578125,
0.0005471706390380859,0.008463382720947266,
0.0004401206970214844,0.007849693298339844,
0.0005896091461181641,0.008942365646362305,
0.00046753883361816406,0.007827043533325195,
0.00055694580078125,0.008665323257446289,
0.0006029605865478516,0.007890701293945312,
0.0005517005920410156,0.00827336311340332,
0.0005521774291992188,0.00763249397277832,
0.0004990100860595703,0.008884429931640625,
0.0004711151123046875,0.007697582244873047,
0.0005080699920654297,0.008876800537109375,
0.000568389892578125,0.008577823638916016,
0.0004773139953613281,0.009544610977172852,
0.0006883144378662109,0.008458852767944336,
0.0005159378051757812,0.009174823760986328,
0.0010700225830078125,0.009135723114013672,
0.0005667209625244141,0.010031700134277344,
0.0004596710205078125,0.009747028350830078,
0.00049591064453125,0.026977062225341797,0.018674850463867188
0.0005791187286376953,0.027934551239013672,0.01630115509033203
0.0005609989166259766,0.02833080291748047,0.016747236251831055
0.0007607936859130859,0.026574134826660156,0.015069723129272461
0.0005252361297607422,0.030225753784179688,0.018494844436645508
0.00046133995056152344,0.02815985679626465,0.015969038009643555
0.0004525184631347656,0.027909278869628906,0.01684880256652832
0.0006070137023925781,0.028108835220336914,0.016834020614624023
0.0005037784576416016,0.029890060424804688,0.018591880798339844
0.0005333423614501953,0.029167652130126953,0.01721930503845215
0.0005147457122802734,0.029815673828125,0.01946258544921875
0.0006213188171386719,0.029340505599975586,0.018449068069458008
0.0005846023559570312,0.02781391143798828,0.016971826553344727
0.0005500316619873047,0.028215408325195312,0.01649308204650879
0.0008053779602050781,0.027276992797851562,0.016631603240966797
0.0005438327789306641,0.026807308197021484,0.01657581329345703
0.0004992485046386719,0.027585506439208984,0.016460657119750977
0.00072479248046875,0.02933025360107422,0.017822265625
0.0006036758422851562,0.030709028244018555,0.020269393920898438
0.0005390644073486328,0.027058839797973633,0.016598939895629883
0.0005877017974853516,0.029179096221923828,0.01797771453857422
0.0006155967712402344,0.030817747116088867,0.018754005432128906
