motion_detector,main,cage_detector
0.00936436653137207,0.07965087890625,
0.008629798889160156,0.07886552810668945,0.03032398223876953
0.009181022644042969,0.0494382381439209,
0.008766412734985352,0.015577316284179688,
0.008693933486938477,0.016231775283813477,
0.013016223907470703,0.02105236053466797,
0.023935317993164062,0.03059864044189453,
0.007470369338989258,0.014536142349243164,
0.0077517032623291016,0.015121221542358398,
0.0066263675689697266,0.01405191421508789,
0.007274627685546875,0.014925956726074219,
0.007130146026611328,0.013858795166015625,
0.00888204574584961,0.015038013458251953,
0.00918269157409668,0.015527486801147461,
0.009229421615600586,0.015605688095092773,
0.008745670318603516,0.015000343322753906,
0.008460521697998047,0.014839410781860352,
0.007717609405517578,0.014623641967773438,
0.007192373275756836,0.015074491500854492,
0.006693840026855469,0.01436614990234375,
0.006874799728393555,0.013993024826049805,
0.021368026733398438,0.027545690536499023,
0.008750677108764648,0.01540374755859375,
0.00833749771118164,0.014981746673583984,
0.008327007293701172,0.014942169189453125,
0.013995885848999023,0.02247929573059082,
0.009553670883178711,0.017633676528930664,
0.009143590927124023,0.015778541564941406,
0.008625268936157227,0.015123605728149414,
0.009049177169799805,0.01571035385131836,
0.011564970016479492,0.018182992935180664,
0.010598182678222656,0.01692509651184082,
0.013030290603637695,0.01983928680419922,
0.008647918701171875,0.015055656433105469,
0.009442806243896484,0.015866994857788086,
0.010564565658569336,0.01697540283203125,
0.0218355655670166,0.028399229049682617,
0.00805807113647461,0.039604902267456055,0.024995803833007812
0.008474349975585938,0.045680999755859375,0.026638269424438477
0.008611679077148438,0.04092073440551758,0.023560047149658203
0.008362770080566406,0.043160438537597656,0.025237560272216797
0.009534835815429688,0.04110383987426758,0.022670984268188477
0.007323026657104492,0.04085826873779297,0.02333211898803711
0.007930278778076172,0.05524325370788574,0.038633108139038086
0.00789189338684082,0.04247736930847168,0.024126529693603516
0.009989023208618164,0.04308748245239258,0.02390599250793457
0.0076138973236083984,0.04335451126098633,0.025319814682006836
0.00936746597290039,0.043428897857666016,0.024898767471313477
0.009911298751831055,0.04581856727600098,0.025737285614013672
0.008910894393920898,0.04794120788574219,0.029395580291748047
0.00832986831665039,0.044312477111816406,0.025491952896118164
0.02164292335510254,0.0565791130065918,0.024932146072387695
0.007937192916870117,0.04435992240905762,0.026091337203979492
0.008986949920654297,0.04254317283630371,0.02446722984313965
0.007033586502075195,0.04125618934631348,0.024775981903076172
0.008823394775390625,0.04345273971557617,0.025260210037231445
0.010028362274169922,0.04457402229309082,0.024739980697631836
0.008020401000976562,0.043923377990722656,0.025372982025146484
0.021611928939819336,0.058493614196777344,0.02757859230041504
0.009796380996704102,0.04613018035888672,0.025964021682739258
0.009291648864746094,0.04821372032165527,0.02852034568786621
0.008224725723266602,0.04211688041687012,0.023756980895996094
0.009111166000366211,0.04498100280761719,0.026316165924072266
0.01014256477355957,0.04954886436462402,0.028049707412719727
0.008646011352539062,0.04454946517944336,0.025772571563720703
0.02089071273803711,0.05398201942443848,0.0238339900970459
0.00805044174194336,0.04536128044128418,0.026760578155517578
0.009109973907470703,0.041521310806274414,0.023274660110473633
0.007588624954223633,0.042905330657958984,0.02510237693786621
0.00869894027709961,0.04188227653503418,0.0242307186126709
0.008095979690551758,0.042931318283081055,0.02431964874267578
0.008011579513549805,0.05404472351074219,0.03742265701293945
0.006949186325073242,0.04169917106628418,0.02494978904724121
0.008460521697998047,0.04147791862487793,0.023932456970214844
0.007330417633056641,0.04290771484375,0.025727272033691406
0.008959054946899414,0.04430103302001953,0.02619481086730957
0.009143829345703125,0.044234514236450195,0.025702714920043945
0.008359670639038086,0.0445253849029541,0.02638840675354004
0.022055864334106445,0.054639577865600586,0.02389049530029297
0.007928609848022461,0.04374504089355469,0.025548934936523438
0.00898432731628418,0.04125022888183594,0.023075580596923828
0.007962465286254883,0.04135894775390625,0.024296283721923828
0.00887441635131836,0.04192066192626953,0.024131059646606445
0.01187276840209961,0.04606342315673828,0.02416682243347168
0.008399009704589844,0.017058849334716797,
0.02317047119140625,0.02956676483154297,
0.009055852890014648,0.04028582572937012,0.024364233016967773
0.0075800418853759766,0.017442941665649414,
0.00771331787109375,0.014962434768676758,
0.007927656173706055,0.015183687210083008,
0.008079767227172852,0.014849662780761719,
0.012687921524047852,0.019403696060180664,
0.008321046829223633,0.015160560607910156,
0.0075032711029052734,0.013835430145263672,
0.009343862533569336,0.015373468399047852,
0.009066343307495117,0.015570640563964844,
0.009694814682006836,0.01644110679626465,
0.008378028869628906,0.014656543731689453,
0.0203704833984375,0.02693319320678711,
0.0069239139556884766,0.014375686645507812,
0.00857996940612793,0.014940500259399414,
0.008916378021240234,0.01541900634765625,
0.007961273193359375,0.014199018478393555,
0.009384632110595703,0.015675783157348633,
0.008974552154541016,0.015270233154296875,
0.008369684219360352,0.014786005020141602,
0.008570671081542969,0.015649795532226562,
0.007884025573730469,0.014980316162109375,
0.008113622665405273,0.015935420989990234,
0.006979227066040039,0.014230728149414062,
0.0074007511138916016,0.01497340202331543,
0.02060532569885254,0.027467727661132812,
0.009081840515136719,0.015719175338745117,
0.009055137634277344,0.015255451202392578,
0.008278369903564453,0.014638900756835938,
0.00809025764465332,0.014966726303100586,
0.007836341857910156,0.014852046966552734,
0.007012367248535156,0.014586687088012695,
0.008896589279174805,0.017318010330200195,
0.007585287094116211,0.014762401580810547,
0.008118391036987305,0.015007257461547852,
